assembly_accession	taxid	organism_name	infraspecific_name	file_path
GCF_000166295.1	225937	Marinobacter adhaerens HP15	strain=HP15	models/m/marinobacter/Marinobacter_adhaerens_HP15.xml.gz
GCF_000021985.1	396588	Thioalkalivibrio sulfidiphilus HL-EbGr7	strain=HL-EbGR7	models/t/thioalkalivibrio/Thioalkalivibrio_sulfidiphilus_HL_EbGr7_HL_EbGR7.xml.gz
GCF_000313565.1	1034346	Dielma fastidiosa	strain=JC13	models/d/dielma/Dielma_fastidiosa_JC13.xml.gz
GCF_000756815.1	1034943	Legionella massiliensis	strain=LegA	models/l/legionella/Legionella_massiliensis_LegA.xml.gz
GCF_000308315.1	1034944	Legionella tunisiensis	strain=LegM	models/l/legionella/Legionella_tunisiensis_LegM.xml.gz
GCF_000526155.1	1125863	Deferrisoma camini S3R1	strain=S3R1	models/d/deferrisoma/Deferrisoma_camini_S3R1.xml.gz
GCF_900116645.1	1035707	Massilia namucuonensis	strain=CGMCC 1.11014	models/m/massilia/Massilia_namucuonensis_CGMCC_1_11014.xml.gz
GCF_900110855.1	1036181	Friedmanniella flava	strain=CGMCC 4.6856	models/f/friedmanniella/Friedmanniella_flava_CGMCC_4_6856.xml.gz
GCF_900109525.1	1036779	Bosea lupini	strain=LMG 26383,CCUG 61248,R- 45681	models/b/bosea/Bosea_lupini_LMG_26383_CCUG_61248_R_45681.xml.gz
GCF_900102525.1	1036780	Bosea robiniae	strain=DSM 26672	models/b/bosea/Bosea_robiniae_DSM_26672.xml.gz
GCF_900168155.1	1037355	Parabacteroides chartae	strain=DSM 24967	models/p/parabacteroides/Parabacteroides_chartae_DSM_24967.xml.gz
GCF_900109375.1	1038014	Aquimarina amphilecti	strain=DSM 25232	models/a/aquimarina/Aquimarina_amphilecti_DSM_25232.xml.gz
GCF_000220525.1	1042376	Ochrovirga pacifica	strain=S85	models/o/ochrovirga/Ochrovirga_pacifica_S85.xml.gz
GCF_000759715.1	1043493	Lysinimicrobium mangrovi	strain=NBRC 105856	models/l/lysinimicrobium/Lysinimicrobium_mangrovi_NBRC_105856.xml.gz
GCF_900113275.1	1045558	Neptunomonas qingdaonensis	strain=CGMCC 1.10971	models/n/neptunomonas/Neptunomonas_qingdaonensis_CGMCC_1_10971.xml.gz
GCF_900099975.1	1045773	Arthrobacter cupressi	strain=CGMCC 1.10783	models/a/arthrobacter/Arthrobacter_cupressi_CGMCC_1_10783.xml.gz
GCF_900101465.1	1045774	Nocardioides lianchengensis	strain=CGMCC 4.6858	models/n/nocardioides/Nocardioides_lianchengensis_CGMCC_4_6858.xml.gz
GCF_900112695.1	1045775	Paenibacillus catalpae	strain=CGMCC 1.10784	models/p/paenibacillus/Paenibacillus_catalpae_CGMCC_1_10784.xml.gz
GCF_000299575.1	1231392	Oceaniovalibus guishaninsula JLT2003	strain=JLT2003	models/o/oceaniovalibus/Oceaniovalibus_guishaninsula_JLT2003.xml.gz
GCF_001905345.1	1048205	Streptomyces uncialis	strain=DCA2648	models/s/streptomyces/Streptomyces_uncialis_DCA2648.xml.gz
GCF_900106775.1	1048340	Marininema mesophilum	strain=DSM 45610	models/m/marininema/Marininema_mesophilum_DSM_45610.xml.gz
GCF_000714815.1	1048983	Anditalea andensis	strain=LY1	models/a/anditalea/Anditalea_andensis_LY1.xml.gz
GCF_900177335.1	1049583	Kocuria indica	strain=NIO-1021	models/k/kocuria/Kocuria_indica_NIO_1021.xml.gz
GCF_001021025.1	1050174	Corynebacterium epidermidicanis	strain=DSM 45586	models/c/corynebacterium/Corynebacterium_epidermidicanis_DSM_45586.xml.gz
GCF_000204235.1	999892	[Propionibacterium] humerusii P08	strain=P08	models/p/propionibacterium/Propionibacterium_humerusii_P08.xml.gz
GCF_900103975.1	1052260	Geodermatophilus soli	strain=DSM 45843	models/g/geodermatophilus/Geodermatophilus_soli_DSM_45843.xml.gz
GCF_000093025.1	666681	Methylotenera versatilis 301	strain=301	models/m/methylotenera/Methylotenera_versatilis_301.xml.gz
GCF_000384375.1	1115835	Methylotenera versatilis 79	strain=79	models/m/methylotenera/Methylotenera_versatilis_79.xml.gz
GCF_900142405.1	1055723	Muricauda antarctica	strain=CGMCC 1.12174	models/m/muricauda/Muricauda_antarctica_CGMCC_1_12174.xml.gz
GCF_000331515.1	1056511	Photobacterium marinum	strain=AK15	models/p/photobacterium/Photobacterium_marinum_AK15.xml.gz
GCF_000333895.2	1056512	Grimontia indica	strain=AK16	models/g/grimontia/Grimontia_indica_AK16.xml.gz
GCF_000828125.2	1068590	Rickettsia asembonensis	strain=NMRCii	models/r/rickettsia/Rickettsia_asembonensis_NMRCii.xml.gz
GCF_000504245.1	592678	Amycolatopsis halophila YIM 93223	strain=YIM 93223	models/a/amycolatopsis/Amycolatopsis_halophila_YIM_93223.xml.gz
GCF_002104795.1	1069220	Mycobacterium koreense	strain=KCTC 19819	models/m/mycobacterium/Mycobacterium_koreense_KCTC_19819.xml.gz
GCF_000252625.1	1081736	Listeria fleischmannii subsp. coloradonensis	strain=TTU M1-001	models/l/listeria/Listeria_fleischmannii_subsp_coloradonensis_TTU_M1_001.xml.gz
GCF_900129495.1	1070870	Geodermatophilus nigrescens	strain=DSM 45408	models/g/geodermatophilus/Geodermatophilus_nigrescens_DSM_45408.xml.gz
GCF_900101995.1	1071918	Riemerella columbipharyngis	strain=DSM 24015	models/r/riemerella/Riemerella_columbipharyngis_DSM_24015.xml.gz
GCF_001021065.1	1072256	Corynebacterium uterequi	strain=DSM 45634	models/c/corynebacterium/Corynebacterium_uterequi_DSM_45634.xml.gz
GCF_900129445.1	1073325	Salegentibacter echinorum	strain=DSM 24579	models/s/salegentibacter/Salegentibacter_echinorum_DSM_24579.xml.gz
GCF_900148515.1	1073327	Algoriphagus zhangzhouensis	strain=DSM 25035	models/a/algoriphagus/Algoriphagus_zhangzhouensis_DSM_25035.xml.gz
GCF_900102925.1	1073328	Muricauda zhangzhouensis	strain=CGMCC 1.11028	models/m/muricauda/Muricauda_zhangzhouensis_CGMCC_1_11028.xml.gz
GCF_000225525.1	700597	Streptomyces zinciresistens K42	strain=K42	models/s/streptomyces/Streptomyces_zinciresistens_K42.xml.gz
GCF_000744735.1	1415778	Porticoccus hydrocarbonoclasticus MCTG13d	strain=MCTG13d	models/p/porticoccus/Porticoccus_hydrocarbonoclasticus_MCTG13d.xml.gz
GCF_900177385.1	1073423	Carnobacterium iners	strain=LMG26642	models/c/carnobacterium/Carnobacterium_iners_LMG26642.xml.gz
GCF_000831645.3	1074467	Lactobacillus heilongjiangensis	strain=DSM 28069	models/l/lactobacillus/Lactobacillus_heilongjiangensis_DSM_28069.xml.gz
GCF_001751245.1	1075402	Streptomyces oceani	strain=SCSIO 02100	models/s/streptomyces/Streptomyces_oceani_SCSIO_02100.xml.gz
GCF_900100765.1	1075417	Catalinimonas alkaloidigena	strain=DSM 25186	models/c/catalinimonas/Catalinimonas_alkaloidigena_DSM_25186.xml.gz
GCF_000759475.1	1076550	Pantoea rwandensis	strain=ND04	models/p/pantoea/Pantoea_rwandensis_ND04.xml.gz
GCF_000828615.1	1076588	Thiolapillus brandeum	strain=Hiromi 1	models/t/thiolapillus/Thiolapillus_brandeum_Hiromi_1.xml.gz
GCF_000613285.1	1234671	Acetobacter papayae JCM 25143	strain=JCM 25143	models/a/acetobacter/Acetobacter_papayae_JCM_25143.xml.gz
GCF_000613865.1	1236501	Acetobacter okinawensis JCM 25146	strain=JCM 25146	models/a/acetobacter/Acetobacter_okinawensis_JCM_25146.xml.gz
GCF_002006565.1	1076596	Acetobacter persici	strain=TMW2.1084	models/a/acetobacter/Acetobacter_persici_TMW2_1084.xml.gz
GCF_900141925.1	1076620	Pseudomonas zeshuii	strain=KACC 15471	models/p/pseudomonas/Pseudomonas_zeshuii_KACC_15471.xml.gz
GCF_900113085.1	1076937	Fontimonas thermophila	strain=DSM 23609	models/f/fontimonas/Fontimonas_thermophila_DSM_23609.xml.gz
GCF_900156415.1	1077936	Pontibacter lucknowensis	strain=DM9	models/p/pontibacter/Pontibacter_lucknowensis_DM9.xml.gz
GCF_001202015.1	1077947	Pseudorhodobacter antarcticus	strain=KCTC 23700	models/p/pseudorhodobacter/Pseudorhodobacter_antarcticus_KCTC_23700.xml.gz
GCF_000224715.1	1043205	Serinicoccus profundi MCCC 1A05965	strain=MCCC 1A05965	models/s/serinicoccus/Serinicoccus_profundi_MCCC_1A05965.xml.gz
GCF_000238795.1	1035839	Haemophilus sputorum CCUG 13788	strain=CCUG 13788	models/h/haemophilus/Haemophilus_sputorum_CCUG_13788.xml.gz
GCF_900115665.1	1079859	Pseudarcicella hirudinis	strain=E92,LMG 26720,CCM 7988	models/p/pseudarcicella/Pseudarcicella_hirudinis_E92_LMG_26720_CCM_7988.xml.gz
GCF_000231305.1	714083	Leucobacter chromiiresistens JG 31	strain=JG 31	models/l/leucobacter/Leucobacter_chromiiresistens_JG_31.xml.gz
GCF_001401755.1	1379258	Aquimarina longa SW024	strain=SW024	models/a/aquimarina/Aquimarina_longa_SW024.xml.gz
GCF_001707825.1	1080227	Enterovibrio pacificus	strain=CAIM 1920	models/e/enterovibrio/Enterovibrio_pacificus_CAIM_1920.xml.gz
GCF_900100655.1	1082479	Limimonas halophila	strain=DSM 25584	models/l/limimonas/Limimonas_halophila_DSM_25584.xml.gz
GCF_002158865.1	1082851	Comamonas serinivorans	strain=DSM 26136	models/c/comamonas/Comamonas_serinivorans_DSM_26136.xml.gz
GCF_900156815.1	1086013	Gemmobacter megaterium	strain=DSM 26375	models/g/gemmobacter/Gemmobacter_megaterium_DSM_26375.xml.gz
GCF_000647975.1	1454373	Actibacterium mucosum KCTC 23349	strain=KCTC 23349	models/a/actibacterium/Actibacterium_mucosum_KCTC_23349.xml.gz
GCF_000255455.1	620914	Aquimarina agarilytica ZC1	strain=ZC1	models/a/aquimarina/Aquimarina_agarilytica_ZC1.xml.gz
GCF_002093975.1	1088767	Thermoactinospora rubra	strain=YIM 77501	models/t/thermoactinospora/Thermoactinospora_rubra_YIM_77501.xml.gz
GCF_900129745.1	1089305	Winogradskyella jejuensis	strain=DSM 25330	models/w/winogradskyella/Winogradskyella_jejuensis_DSM_25330.xml.gz
GCF_001644705.1	1225786	Dickeya solani IPO 2222	strain=IPO 2222	models/d/dickeya/Dickeya_solani_IPO_2222.xml.gz
GCF_001046645.1	1420583	Sphingobium czechense LL01	strain=LL01	models/s/sphingobium/Sphingobium_czechense_LL01.xml.gz
GCF_900104535.1	1090615	Nakamurella panacisegetis	strain=P4-7,KCTC 19426,CECT 7604	models/n/nakamurella/Nakamurella_panacisegetis_P4_7_KCTC_19426_CECT_7604.xml.gz
GCF_000975035.1	1095025	Demequina flava	strain=NBRC 105854	models/d/demequina/Demequina_flava_NBRC_105854.xml.gz
GCF_000975055.1	1095026	Demequina sediminicola	strain=NBRC 105855	models/d/demequina/Demequina_sediminicola_NBRC_105855.xml.gz
GCF_002211765.1	1096243	Idiomarina piscisalsi	strain=10PY1A	models/i/idiomarina/Idiomarina_piscisalsi_10PY1A.xml.gz
GCF_900177655.1	1096929	Devosia lucknowensis	strain=L15	models/d/devosia/Devosia_lucknowensis_L15.xml.gz
GCF_000240225.1	1097667	Patulibacter medicamentivorans	strain=I11	models/p/patulibacter/Patulibacter_medicamentivorans_I11.xml.gz
GCF_000473955.1	1349822	Coprobacter fastidiosus NSB1	strain=NSB1	models/c/coprobacter/Coprobacter_fastidiosus_NSB1.xml.gz
GCF_001675355.1	1101373	Tepidimonas fonticaldi	strain=PL17	models/t/tepidimonas/Tepidimonas_fonticaldi_PL17.xml.gz
GCF_000740785.1	1105367	Paenirhodobacter enshiensis	strain=DW2-9	models/p/paenirhodobacter/Paenirhodobacter_enshiensis_DW2_9.xml.gz
GCF_002102265.1	1108812	Mycobacterium longobardum	strain=DSM 45394	models/m/mycobacterium/Mycobacterium_longobardum_DSM_45394.xml.gz
GCF_001049335.1	1109412	Brenneria goodwinii	strain=OBR1	models/b/brenneria/Brenneria_goodwinii_OBR1.xml.gz
GCF_900188235.1	1109740	Lutibacter agarilyticus	strain=DSM 29150	models/l/lutibacter/Lutibacter_agarilyticus_DSM_29150.xml.gz
GCF_000193225.1	565443	Verminephrobacter aporrectodeae subsp. tuberculatae At4	strain=At4	models/v/verminephrobacter/Verminephrobacter_aporrectodeae_subsp_tuberculatae_At4.xml.gz
GCF_900113695.1	1114924	Albimonas pacifica	strain=CGMCC 1.11030	models/a/albimonas/Albimonas_pacifica_CGMCC_1_11030.xml.gz
GCF_000495935.2	1338011	Elizabethkingia anophelis NUHP1	strain=NUHP1	models/e/elizabethkingia/Elizabethkingia_anophelis_NUHP1.xml.gz
GCF_001519075.1	1117702	Novosphingobium fuchskuhlense	strain=FNE08-7	models/n/novosphingobium/Novosphingobium_fuchskuhlense_FNE08_7.xml.gz
GCF_000311785.1	1118054	Brevibacillus massiliensis		models/b/brevibacillus/Brevibacillus_massiliensis.xml.gz
GCF_000311925.1	1118061	Alistipes obesi		models/a/alistipes/Alistipes_obesi.xml.gz
GCF_900141665.1	1118202	Cruoricaptor ignavus	strain=DSM 25479	models/c/cruoricaptor/Cruoricaptor_ignavus_DSM_25479.xml.gz
GCF_000972705.2	1637645	Limnoraphis robusta CS-951	strain=CS-951	models/l/limnoraphis/Limnoraphis_robusta_CS_951.xml.gz
GCF_002086405.1	1118379	Mycobacterium minnesotense	strain=DSM 45633	models/m/mycobacterium/Mycobacterium_minnesotense_DSM_45633.xml.gz
GCF_000527135.1	1119528	Methyloversatilis discipulorum	strain=FAM1	models/m/methyloversatilis/Methyloversatilis_discipulorum_FAM1.xml.gz
GCF_001202035.1	1120568	Pseudorhodobacter wandonensis	strain=KCTC 23672	models/p/pseudorhodobacter/Pseudorhodobacter_wandonensis_KCTC_23672.xml.gz
GCF_000752215.1	1120746	bacterium MS4		models/b/bacterium/bacterium_MS4.xml.gz
GCF_000374305.1	561175	Actinomadura flavalba DSM 45200	strain=DSM 45200	models/a/actinomadura/Actinomadura_flavalba_DSM_45200.xml.gz
GCF_900129925.1	1120995	Anaerosphaera aminiphila DSM 21120	strain=DSM 21120	models/a/anaerosphaera/Anaerosphaera_aminiphila_DSM_21120.xml.gz
GCF_900176275.1	1121001	Andreprevotia lacus DSM 23236	strain=DSM 23236	models/a/andreprevotia/Andreprevotia_lacus_DSM_23236.xml.gz
GCF_000374345.1	444461	Bacillus acidiproducens DSM 23148	strain=DSM 23148	models/b/bacillus/Bacillus_acidiproducens_DSM_23148.xml.gz
GCF_000429865.1	422296	Cucumibacter marinus DSM 18995	strain=DSM 18995	models/c/cucumibacter/Cucumibacter_marinus_DSM_18995.xml.gz
GCF_000428145.1	529086	Chitinilyticum litopenaei DSM 21440	strain=DSM 21440	models/c/chitinilyticum/Chitinilyticum_litopenaei_DSM_21440.xml.gz
GCF_900142075.1	1121298	Clostridium amylolyticum	strain=DSM 21864	models/c/clostridium/Clostridium_amylolyticum_DSM_21864.xml.gz
GCF_000767055.1	558173	Corynebacterium doosanense CAU 212 = DSM 45436	strain=CAU 212	models/c/corynebacterium/Corynebacterium_doosanense_CAU_212_DSM_45436.xml.gz
GCF_000380485.1	468556	Gordonia kroppenstedtii DSM 45133	strain=NP8-5	models/g/gordonia/Gordonia_kroppenstedtii_DSM_45133_NP8_5.xml.gz
GCF_000420625.1	570952	Fodinicurvata sediminis DSM 21159	strain=DSM 21159	models/f/fodinicurvata/Fodinicurvata_sediminis_DSM_21159.xml.gz
GCF_000378345.1	551275	Hirschia maritima DSM 19733	strain=DSM 19733	models/h/hirschia/Hirschia_maritima_DSM_19733.xml.gz
GCF_900112235.1	1122252	Marinospirillum celere	strain=DSM 18438	models/m/marinospirillum/Marinospirillum_celere_DSM_18438.xml.gz
GCF_000425145.1	540906	Pedobacter glucosidilyticus DSM 23534	strain=DSM 23534	models/p/pedobacter/Pedobacter_glucosidilyticus_DSM_23534.xml.gz
GCF_000422945.1	468059	Pedobacter oryzae DSM 19973	strain=DSM 19973	models/p/pedobacter/Pedobacter_oryzae_DSM_19973.xml.gz
GCF_000420665.1	551789	Ponticaulis koreensis DSM 19734	strain=DSM 19734	models/p/ponticaulis/Ponticaulis_koreensis_DSM_19734.xml.gz
GCF_000600335.2	442562	Rubellimicrobium mesophilum DSM 19309	strain=DSM 19309	models/r/rubellimicrobium/Rubellimicrobium_mesophilum_DSM_19309.xml.gz
GCF_900106765.1	1123352	Tepidimicrobium xylanilyticum	strain=DSM 23310	models/t/tepidimicrobium/Tepidimicrobium_xylanilyticum_DSM_23310.xml.gz
GCF_900114675.1	1123755	Loktanella litorea	strain=DSM 29433	models/l/loktanella/Loktanella_litorea_DSM_29433.xml.gz
GCF_002115805.1	1123756	Marivita geojedonensis	strain=DPG-138	models/m/marivita/Marivita_geojedonensis_DPG_138.xml.gz
GCF_001570745.1	1314748	Alicyclobacillus mali NBRC 102425	strain=NBRC 102425	models/a/alicyclobacillus/Alicyclobacillus_mali_NBRC_102425.xml.gz
GCF_900129405.1	1124188	Flavobacterium fontis	strain=DSM 25660	models/f/flavobacterium/Flavobacterium_fontis_DSM_25660.xml.gz
GCF_000014865.1	156889	Magnetococcus marinus MC-1	strain=MC-1	models/m/magnetococcus/Magnetococcus_marinus_MC_1.xml.gz
GCF_900113805.1	1125876	Chryseobacterium frigidisoli	strain=DSM 26000	models/c/chryseobacterium/Chryseobacterium_frigidisoli_DSM_26000.xml.gz
GCF_000466965.1	1337093	Loktanella cinnabarina LL-001	strain=LL-001	models/l/loktanella/Loktanella_cinnabarina_LL_001.xml.gz
GCF_000466985.1	1391729	Brevundimonas abyssalis TAR-001	strain=TAR-001	models/b/brevundimonas/Brevundimonas_abyssalis_TAR_001.xml.gz
GCF_000961095.1	1126833	Paenibacillus beijingensis	strain=DSM 24997	models/p/paenibacillus/Paenibacillus_beijingensis_DSM_24997.xml.gz
GCF_000526415.1	1128421	bacterium JKG1	strain=JKG1	models/b/bacterium/bacterium_JKG1.xml.gz
GCF_000380225.1	1128427	filamentous cyanobacterium ESFC-1	strain=ESFC-1	models/f/filamentous/filamentous_cyanobacterium_ESFC_1.xml.gz
GCF_000314995.1	493475	Paraglaciecola arctica BSs20135	strain=BSs20135	models/p/paraglaciecola/Paraglaciecola_arctica_BSs20135.xml.gz
GCF_900100375.1	1128970	Flavobacterium noncentrifugens	strain=CGMCC 1.10076	models/f/flavobacterium/Flavobacterium_noncentrifugens_CGMCC_1_10076.xml.gz
GCF_000691805.2	1329250	Weissella oryzae SG25	strain=SG25	models/w/weissella/Weissella_oryzae_SG25.xml.gz
GCF_900109085.1	1130080	Alkalibacterium gilvum	strain=DSM 25751	models/a/alkalibacterium/Alkalibacterium_gilvum_DSM_25751.xml.gz
GCF_000190435.1	158189	Sphaerochaeta globosa str. Buddy	strain=Buddy	models/s/sphaerochaeta/Sphaerochaeta_globosa_str_Buddy.xml.gz
GCF_000236685.1	158190	Sphaerochaeta pleomorpha str. Grapes	strain=Grapes	models/s/sphaerochaeta/Sphaerochaeta_pleomorpha_str_Grapes.xml.gz
GCF_000517545.1	1445607	Bacteroides reticulotermitis JCM 10512	strain=JCM 10512	models/b/bacteroides/Bacteroides_reticulotermitis_JCM_10512.xml.gz
GCF_000279145.1	1191523	Melioribacter roseus P3M-2	strain=P3M-2	models/m/melioribacter/Melioribacter_roseus_P3M_2.xml.gz
GCF_001306115.1	1134406	Ornatilinea apprima	strain=P3M-1	models/o/ornatilinea/Ornatilinea_apprima_P3M_1.xml.gz
GCF_000334155.1	1134413	Bacillus ligniniphilus	strain=L1	models/b/bacillus/Bacillus_ligniniphilus_L1.xml.gz
GCF_001051995.2	1134435	Thauera humireducens	strain=SgZ-1	models/t/thauera/Thauera_humireducens_SgZ_1.xml.gz
GCF_900115715.1	1135990	Pseudomonas sagittaria	strain=JCM 18195	models/p/pseudomonas/Pseudomonas_sagittaria_JCM_18195.xml.gz
GCF_000708045.1	1137280	Marinobacter nitratireducens	strain=AK21	models/m/marinobacter/Marinobacter_nitratireducens_AK21.xml.gz
GCF_000348685.1	1137281	Xanthomarina gelatinilytica	strain=AK20	models/x/xanthomarina/Xanthomarina_gelatinilytica_AK20.xml.gz
GCF_001418205.1	1137284	Marinomonas fungiae	strain=JCM 18476	models/m/marinomonas/Marinomonas_fungiae_JCM_18476.xml.gz
GCF_000722635.1	1137799	Endozoicomonas numazuensis	strain=DSM 25634	models/e/endozoicomonas/Endozoicomonas_numazuensis_DSM_25634.xml.gz
GCF_000246895.1	545243	Clostridium arbusti SL206	strain=SL206	models/c/clostridium/Clostridium_arbusti_SL206.xml.gz
GCF_900103785.1	1137991	Geodermatophilus siccatus	strain=DSM 45419	models/g/geodermatophilus/Geodermatophilus_siccatus_DSM_45419.xml.gz
GCF_900107105.1	1137993	Geodermatophilus africanus	strain=DSM 45422	models/g/geodermatophilus/Geodermatophilus_africanus_DSM_45422.xml.gz
GCF_900188205.1	1137994	Geodermatophilus saharensis	strain=DSM 45423	models/g/geodermatophilus/Geodermatophilus_saharensis_DSM_45423.xml.gz
GCF_000785105.2	1138822	Lactobacillus curieae	strain=CCTCC M 2011381	models/l/lactobacillus/Lactobacillus_curieae_CCTCC_M_2011381.xml.gz
GCF_900103755.1	1141221	Chryseobacterium taihuense	strain=CGMCC 1.10941	models/c/chryseobacterium/Chryseobacterium_taihuense_CGMCC_1_10941.xml.gz
GCF_001310275.1	1141647	Nocardia arizonensis	strain=W9405	models/n/nocardia/Nocardia_arizonensis_W9405.xml.gz
GCF_001941825.1	1141883	Massilia putida	strain=6NM-7T	models/m/massilia/Massilia_putida_6NM_7T.xml.gz
GCF_002087335.1	1144477	Pseudophaeobacter leonis	strain=306	models/p/pseudophaeobacter/Pseudophaeobacter_leonis_306.xml.gz
GCF_900109115.1	1144548	Xiangella phaseoli	strain=CGMCC 4.7038	models/x/xiangella/Xiangella_phaseoli_CGMCC_4_7038.xml.gz
GCF_001708405.1	1144748	Kangiella sediminilitoris	strain=KCTC 23892	models/k/kangiella/Kangiella_sediminilitoris_KCTC_23892.xml.gz
GCF_900167605.1	1147123	Caloramator quimbayensis	strain=USBA 833	models/c/caloramator/Caloramator_quimbayensis_USBA_833.xml.gz
GCF_000190475.1	981383	Ornithinibacillus scapharcae TW25	strain=TW25	models/o/ornithinibacillus/Ornithinibacillus_scapharcae_TW25.xml.gz
GCF_000171235.2	278957	Didymococcus colitermitum TAV2	strain=TAV2	models/d/didymococcus/Didymococcus_colitermitum_TAV2.xml.gz
GCF_900114085.1	1150112	Myroides guanonis	strain=DSM 26542	models/m/myroides/Myroides_guanonis_DSM_26542.xml.gz
GCF_001405555.1	1150298	Fusicatenibacter saccharivorans	strain=2789STDY5608849	models/f/fusicatenibacter/Fusicatenibacter_saccharivorans_2789STDY5608849.xml.gz
GCF_900119185.1	1150368	Sinomicrobium oceani	strain=CGMCC 1.12145	models/s/sinomicrobium/Sinomicrobium_oceani_CGMCC_1_12145.xml.gz
GCF_900129035.1	1155689	Psychroflexus salarius	strain=DSM 25661	models/p/psychroflexus/Psychroflexus_salarius_DSM_25661.xml.gz
GCF_001767235.1	1458985	Moorea producens PAL-8-15-08-1		models/m/moorea/Moorea_producens_PAL_8_15_08_1.xml.gz
GCF_900116235.1	1155944	Marininema halotolerans	strain=DSM 45789	models/m/marininema/Marininema_halotolerans_DSM_45789.xml.gz
GCF_001687335.1	1156395	Dissulfuribacter thermophilus	strain=S69	models/d/dissulfuribacter/Dissulfuribacter_thermophilus_S69.xml.gz
GCF_900102795.1	1156985	Epibacterium ulvae	strain=U95	models/e/epibacterium/Epibacterium_ulvae_U95.xml.gz
GCF_000714935.1	1157490	Tumebacillus flagellatus	strain=GST4	models/t/tumebacillus/Tumebacillus_flagellatus_GST4.xml.gz
GCF_002006755.1	1157986	Wohlfahrtiimonas larvae	strain=kbl006	models/w/wohlfahrtiimonas/Wohlfahrtiimonas_larvae_kbl006.xml.gz
GCF_000300455.3	1235834	Kosakonia sacchari SP1	strain=SP1	models/k/kosakonia/Kosakonia_sacchari_SP1.xml.gz
GCF_900108395.1	1159016	Flavobacterium marinum	strain=CGMCC 1.10825	models/f/flavobacterium/Flavobacterium_marinum_CGMCC_1_10825.xml.gz
